瘦,疒,14,shòu
銩,钅,4,error
掳,扌,11,lǔ
萲,艹,12,xuān
鸶,鸟,10,sī
嬸,女,11,shěn
瞻,目,18,zhān
唼,口,11,shà
鈾,钅,10,yóu
仁,亻,4,rén
诃,讠,7,hē
囑,口,15,zhǔ
睐,目,12,lài
僕,亻,2,error
乖,丿,8,ɡuāi
識,讠,14,error
绡,纟,10,xiāo
齠,齿,13,tiáo
噦,口,9,yue
狩,犭,9,shòu
偪,辶,12,bī
賭,贝,12,dǔ
蛱,虫,12,jiá
胵,月,10,zhì
巷,巳,9,xiànɡ
繶,糹,8,error
髹,髟,16,xiū
铽,钅,12,tè
凿,凵,12,záo
牾,牜,11,wǔ
貂,豸,12,diāo
缋,纟,12,huì
猓,犭,6,error
钒,钅,8,fán
殘,歹,9,cán
斜,斗,11,xié
鬣,髟,25,liè
利,刂,7,lì
玨,王,5,ránɡ
昱,日,9,yù
怵,忄,8,chù
庶,广,11,shù
稹,禾,15,zhěn
墺,土,15,ào
閼,门,11,è
劾,力,8,hé
蹁,足,16,pián
衅,血,11,xìn
艉,舟,13,wěi
惊,忄,11,jīnɡ
奏,大,9,zòu
卓,十,8,zhuó
瓒,王,20,zàn
違,辶,7,wéi
慟,忄,8,error
苞,艹,8,bāo
忠,心,8,zhōnɡ
鳢,鱼,21,lǐ
畧,田,11,lüè
叨,口,5,dāo
轫,车,7,rèn
淬,氵,11,cuì
襯,衤,10,dān
柰,木,9,nai
篸,竹,17,zān
命,口,8,mìnɡ
痼,疒,13,ɡù
酿,酉,14,niànɡ
退,辶,9,tuì
瞅,目,14,chǒu
阄,门,10,jiū
綉,纟,10,xiù
鰈,鱼,16,jīnɡ
弊,廾,14,bì
舌,舌,6,shé
蠐,虫,12,qí
踔,足,15,chuō
焖,火,11,mèn
閙,门,4,zhǎnɡ
眚,目,10,shěnɡ
鮝,鱼,14,xiǎnɡ
废,广,8,fèi
紞,糹,10,dǎn
挢,扌,9,jiǎo
炫,火,9,xuàn
漪,氵,14,yī
刬,刂,18,chǔ
键,钅,13,jiàn
堰,土,12,yàn
粳,米,13,jīnɡ
鬲,鬲,10,ɡé
脶,月,11,luó
贾,贝,10,jiǎ
铃,钅,10,línɡ
癄,忄,10,qiáo
巉,山,8,yì
蛏,虫,11,chēnɡ
桐,木,10,tónɡ
賓,宀,9,èr
湔,氵,12,jiān
兖,亠,8,yǎn
痙,疒,10,jìnɡ
坚,土,7,jiān
篝,竹,16,ɡōu
查,木,9,chá
淩,氵,11,error
豨,豕,14,xī
佪,彳,9,huái
囯,囗,7,ɡuó
畮,亠,5,mǔ
駱,马,9,luò
筲,竹,13,shāo
慶,广,6,qìnɡ
藹,艹,14,ǎi
诽,讠,10,fěi
仿,亻,6,fǎnɡ
傀,亻,11,ɡuī
球,王,11,qiú
鎂,钅,4,error
馆,饣,11,ɡuǎn
岈,山,7,yá
龊,齿,15,chuò
昏,日,8,hūn
氓,氏,8,mánɡ
讒,讠,11,chán
五,二,4,wǔ
窜,穴,12,cuàn
鸟,鸟,5,niǎo
悠,心,11,yōu
沨,氵,16,jǐnɡ
銬,钅,4,error
單,十,8,dān
礱,石,10,lónɡ
缵,纟,19,zuǎn
麴,麥,12,qū
改,攵,7,ɡǎi
蒸,艹,13,zhēnɡ
欽,钅,4,error
誼,讠,10,yì
呃,口,7,e
珂,王,9,kē
秆,禾,8,ɡǎn
翊,羽,11,yì
旎,方,11,nǐ
毒,母,9,dú
嫜,女,14,zhānɡ
繟,糹,8,error
摣,扌,12,zhā
菢,艹,11,bào
触,角,13,chù
迪,辶,8,dí
独,犭,9,dú
维,纟,11,wéi
艷,色,6,error
蹿,足,19,cuān
炁,灬,8,qì
鄀,阝,14,xí
霄,雨,15,xiāo
堆,土,11,duī
粉,米,10,fěn
茌,艹,8,chí
褐,衤,14,hè
輔,车,12,zhù
瀖,氵,16,huò
钙,钅,9,ɡài
骝,马,13,liú
簞,竹,14,dān
股,月,8,ɡǔ
戢,戈,12,jí
販,贝,8,fàn
鐮,钅,10,lián
掷,扌,11,zhì
耶,耳,8,yē
榻,木,14,tà
蘺,艹,13,lí
闃,门,12,qù
囅,丷,18,chǎn
鯇,鱼,15,huàn
臋,月,17,tún
捌,扌,10,bā
仕,亻,5,shì
潔,氵,9,jié
镘,钅,16,màn
竝,干,13,wù
属,尸,12,shǔ
惡,心,10,è
腠,月,13,còu
蝤,虫,15,yóu
凫,几,6,fú
鋭,钅,12,ruì
埯,土,11,ǎn
飱,飠,12,sūn
巳,巳,3,sì
恶,心,10,è
智,日,12,zhì
汾,氵,7,fén
冀,八,16,jì
垄,土,8,lǒnɡ
领,页,11,lǐnɡ
蒎,艹,12,pai
誒,讠,14,error
侔,亻,8,móu
疘,月,4,error
餛,饣,12,error
箜,竹,14,kōnɡ
蔣,艹,11,error
涨,氵,10,zhǎnɡ
爭,刀,6,zhēnɡ
鎬,钅,15,ɡǎo
媲,女,13,pì
縵,纟,14,màn
樽,木,16,zūn
讼,讠,6,sònɡ
遁,辶,12,dùn
啃,口,11,kěn
狂,犭,7,kuánɡ
际,阝,7,jì
鱉,鱼,8,error
绊,纟,8,bàn
擎,手,16,qínɡ
蹕,足,13,bì
獗,犭,15,jué
郖,阝,14,error
祛,礻,9,qū
罟,罒,10,ɡǔ
鳞,鱼,20,lín
散,攵,12,sàn
歧,止,8,qí
称,禾,10,chēnɡ
幵,干,6,jiān
荷,艹,10,hé
旸,日,4,error
襻,衤,24,pàn
轿,车,10,jiào
玁,犭,6,error
鈀,钅,4,error
儂,亻,8,nónɡ
而,而,6,ér
訐,讠,5,jié
涕,氵,10,tì
谔,讠,11,è
猖,犭,11,chānɡ
媛,女,12,yuán
甚,甘,9,shèn
馝,香,9,error
辩,辛,16,biàn
洪,氵,9,hónɡ
倬,亻,10,zhuō
纳,纟,7,nà
餲,飠,10,bō
尴,尢,13,ɡān
茶,艹,9,chá
檻,木,14,kǎn
蔺,艹,14,lìn
沿,氵,8,yán
輾,车,14,niǎn
叁,厶,8,sān
牀,广,7,chuánɡ
嗅,口,13,xiù
忉,忄,5,dāo
苋,艹,7,xiàn
橐,木,16,tuó
汔,氵,6,qì
卖,十,8,mài
陘,阝,7,xínɡ
握,扌,12,wò
日,日,4,rì
葤,艹,9,zhòu
廳,厂,12,zhì
捶,扌,11,chuí
蟹,虫,19,xiè
瘃,疒,13,zhú
咄,口,8,duō
戋,戈,5,jiān
搏,扌,13,bó
逗,辶,10,dòu
碜,石,13,chěn
鰟,魚,8,error
抠,扌,7,kōu
撤,扌,15,chè
蠧,虫,6,error
邬,阝,6,wū
垮,土,9,kuǎ
笱,竹,11,ɡǒu
骰,骨,13,tóu
妲,女,8,dá
鲴,鱼,16,ɡù
朹,木,7,ɡuǐ
椽,木,13,chuán
袼,衤,11,ɡē
鍁,钅,13,xiān
镅,钅,14,méi
篆,竹,15,zhuàn
緊,糸,12,wǎn
乓,丿,6,pānɡ
赕,贝,12,dǎn
鏖,金,19,áo
闚,穴,5,error
籟,竹,19,lài
桧,木,10,ɡuì
详,讠,8,xiánɡ
仨,亻,5,sā
跪,足,13,ɡuì
六,八,4,liù
烬,火,10,jìn
孱,子,12,chán
鹳,鸟,22,ɡuàn
糴,米,10,miàn
職,耳,11,zhí
書,乛,4,shū
棼,木,12,fén
犁,牛,11,lí
锄,钅,12,chú
娆,女,9,ráo
尊,寸,12,zūn
悍,忄,10,hàn
檑,木,17,léi
謐,讠,9,zhuān
冗,冖,4,rǒnɡ
隙,阝,12,xì
宛,宀,8,wǎn
琚,王,12,jū
额,页,15,é
芡,艹,7,qiàn
玫,王,8,méi
氪,气,11,kè
疯,疒,9,fēnɡ
阮,阝,6,ruǎn
嬰,女,11,yīnɡ
崴,山,12,wǎi
憷,忄,16,chù
舶,舟,11,bó
殻,士,7,ké
涿,氵,11,zhuō
勁,力,7,jìn
韃,革,15,dá
哅,讠,14,error
廉,广,13,lián
慌,忄,12,huānɡ
藏,艹,17,cánɡ
迓,辶,7,yà
浔,氵,9,xún
剖,刂,10,pōu
幞,巾,15,fú
荠,艹,9,qí
擥,扌,12,error
蕤,艹,15,ruí
滩,氵,13,tān
轨,车,6,ɡuǐ
叫,口,5,jiào
郭,阝,10,ɡuō
癮,疒,16,yǐn
扶,扌,7,fú
蛹,虫,13,yǒnɡ
摺,扌,7,shé
湾,氵,12,wān
邂,辶,16,xiè
善,口,12,shàn
骆,马,9,luò
很,彳,9,hěn
攏,扌,8,lǒnɡ
漓,氵,13,lí
袒,衤,10,tǎn
瞘,目,9,kōu
堝,土,10,ɡuō
鴟,鸟,10,chī
掠,扌,11,lüě
蜣,虫,13,qiānɡ
斤,斤,4,jīn
醬,酉,13,jiànɡ
稱,禾,5,error
鶴,鸟,5,error
栽,木,10,zāi
烂,火,9,làn
奇,大,8,qí
鹉,鸟,13,wǔ
糊,米,15,hú
聍,耳,11,nínɡ
体,亻,7,tǐ
棒,木,12,bànɡ
豕,豕,5,shǐ
煗,日,13,nuǎn
筛,竹,12,shāi
姜,女,9,jiānɡ
點,灬,15,qù
諦,讠,14,error
俨,亻,9,yǎn
質,贝,8,zhì
镯,钅,18,zhuó
篰,竹,16,bù
練,纟,8,liàn
腷,月,6,lěi
槼,见,4,error
玅,女,3,error
鈄,钅,9,tǒu
崆,山,11,kōnɡ
須,页,9,xū
涑,氵,10,sù
谐,讠,11,xié
甖,缶,6,error
岛,山,7,dǎo
礞,石,18,ménɡ
朢,月,4,error
产,亠,6,chǎn
覩,目,5,error
嘬,口,15,chuài
犯,犭,5,fàn
碳,石,14,tàn
娴,女,10,xián
治,氵,8,zhì
茺,艹,9,chōnɡ
褾,衤,6,error
嗁,口,12,tí
郃,阝,14,error
姉,女,7,zǐ
蓋,皿,10,lì
晌,日,10,shǎnɡ
苏,艹,7,sū
汐,氵,6,xī
啖,口,11,dàn
燙,火,4,error
遘,辶,13,ɡòu
博,十,12,bó
鹜,鸟,14,wù
艤,舟,9,yǐ
槩,木,13,ɡài
表,衣,8,biǎo
韭,韭,9,jiǔ
煮,灬,12,zhǔ
壳,士,7,ké
署,罒,13,shǔ
鯵,魚,8,error
捺,扌,11,nà
追,辶,9,zhuī
咀,口,8,jǔ
搋,扌,13,chuāi
鮊,鱼,8,error
戏,戈,6,xì
栓,木,10,shuān
阗,门,13,tián
弝,弓,14,bì
纜,纟,12,lǎn
护,扌,7,hù
梨,木,11,lí
眭,目,11,suī
紱,纟,8,fú
鲰,鱼,16,zōu
骴,骨,15,zhai
漽,氵,11,zhí
镁,钅,14,měi
偃,亻,11,yǎn
饉,饣,14,jǐn
赑,贝,4,error
濒,氵,16,bīn
闖,门,3,error
恣,心,10,zì
湧,氵,10,yǒnɡ
鑫,金,24,xīn
坭,土,8,ní
顳,页,6,error
孵,子,14,fū
佽,亻,8,cì
詿,讠,8,ɡuà
璁,王,15,cōnɡ
销,钅,12,xiāo
将,寸,9,jiānɡ
碉,石,13,diāo
餈,米,15,cí
贐,贝,4,error
謔,讠,11,xuè
琖,皿,5,error
邙,阝,5,mánɡ
麝,鹿,21,shè
蒡,艹,13,bànɡ
芥,艹,7,jiè
侧,亻,8,cè
氦,气,10,hài
疫,疒,9,yì
横,木,15,hénɡ
圬,土,6,wū
环,王,8,huán
逮,辶,11,dǎi
禳,礻,21,ránɡ
鸲,鸟,10,qú
嬴,女,16,yínɡ
枷,木,9,jiā
似,亻,6,sì
殿,殳,13,diàn
蠾,虫,6,error
品,口,9,pǐn
畀,田,8,bì
釃,酉,14,shāi
勅,攵,11,chì
獄,犭,9,yù
祈,礻,8,qí
藋,艹,7,dǐnɡ
杌,木,7,wù
菏,艹,11,hé
浐,氵,9,chǎn
呖,口,7,lì
烙,火,10,lào
绝,纟,9,jué
齜,齿,14,zī
塞,土,13,sāi
擡,扌,12,error
拥,扌,8,yōnɡ
荤,艹,9,hūn
嗫,口,13,niè
可,口,5,kě
摶,扌,7,tuán
喀,口,12,kā
隂,阝,14,error
厄,厂,4,è
缇,纟,12,tí
鲆,鱼,13,pínɡ
妈,女,6,mā
骊,马,10,lí
肎,月,4,error
躒,足,7,error
候,亻,10,hòu
熘,火,14,liū
鴛,鸟,10,yuān
帝,巾,9,dì
鬟,髟,23,huán
脣,口,10,chún
榨,木,14,zhà
瘭,疒,16,biāo
元,儿,4,yuán
盂,皿,8,yú
鉅,釒,8,error
竊,穴,9,qiè
評,讠,7,yì
铖,钅,11,chénɡ
絛,纟,11,yǎnɡ
飞,飞,3,fēi
慣,忄,8,error
賦,贝,11,pián
镫,钅,17,dènɡ
矬,矢,12,cuó
山,山,3,shān
婵,女,11,chán
懸,心,11,xuán
濼,氵,11,error
阀,门,9,fá
逄,辶,9,pánɡ
萌,艹,11,ménɡ
踐,足,12,jiàn
榕,木,14,rónɡ
蠔,虫,10,háo
焚,火,12,fén
墟,土,14,xū
笞,竹,11,chī
漦,水,7,yōnɡ
让,讠,5,rànɡ
听,口,7,tīnɡ
炯,火,9,jiǒnɡ
錮,钅,13,ɡù
窳,穴,15,yǔ
場,土,6,chǎnɡ
撷,扌,15,xié
溻,氵,13,tā
謾,讠,13,màn
癀,疒,16,huánɡ
鋃,钅,4,error
灄,氵,13,shè
鳇,鱼,17,huánɡ
蛋,虫,11,dàn
俑,亻,9,yǒnɡ
桔,木,10,jú
珙,王,10,ɡǒnɡ
党,儿,10,dǎnɡ
緝,纟,12,jī
聤,耳,9,tínɡ
囫,囗,7,hú
闭,门,6,bì
絲,一,10,zhū
菹,艹,11,zū
任,亻,6,rèn
跽,足,14,jì
嚀,口,8,nínɡ
閂,门,3,error
簇,竹,17,cù
龆,齿,13,tiáo
馊,饣,12,sōu
怏,忄,8,yànɡ
莎,艹,10,shā
樓,木,13,lóu
鐗,钅,14,jiān
匙,匕,11,shi
鸛,鸟,5,error
粜,米,11,tiào
頟,页,6,error
舣,舟,9,yǐ
悤,勹,2,error
谧,讠,12,mì
檨,木,11,shē
甭,用,9,bénɡ
钬,钅,9,huǒ
缱,纟,16,qiǎn
挹,扌,10,yì
芸,艹,7,yún
洽,氵,9,qià
貼,贝,4,error
靁,雨,8,error
剃,刂,9,tì
痂,疒,10,jiā
魉,鬼,16,liǎnɡ
揎,扌,12,xuān
淒,冫,13,error
瑗,王,13,yuàn
勘,力,11,kān
扣,扌,6,kòu
迦,辶,8,jiā
啭,口,11,zhuàn
遯,辶,12,dùn
影,彡,15,yǐnɡ
绰,纟,11,chuō
驳,马,7,bó
磴,石,17,dènɡ
葷,艹,9,hūn
蹻,足,7,error
泼,氵,8,pō
衿,衤,9,jīn
皁,白,7,zào
需,雨,14,xū
炅,火,8,ɡuì
鄄,阝,11,juàn
帆,巾,6,fān
鬈,髟,18,quán
蔌,艹,14,sù
瘖,疒,10,yīn
瀚,氵,19,hàn
稞,禾,13,kē
肥,月,8,féi
渦,氵,11,yù
株,木,10,zhū
唬,口,11,hǔ
鈮,钅,10,ní
鰲,鱼,18,áo
头,大,5,tóu
斷,斤,11,duàn
榿,木,10,qī
訾,言,13,zī
囁,口,13,niè
着,目,11,zhe
鏃,钅,16,zú
僅,亻,2,error
嫉,女,13,jí
蟋,虫,17,xī
敌,攵,10,dí
臏,月,14,bìn
仑,人,4,lún
诓,讠,8,kuānɡ
楔,木,13,xiē
狙,犭,8,jū
鍘,钅,11,zhá
做,亻,11,zuò
糝,米,6,error
鵜,鸟,5,error
婞,女,11,xìnɡ
曡,又,13,dié
蝠,虫,15,fú
惥,心,4,error
腤,月,4,error
书,乛,4,shū
铭,钅,11,mínɡ
凯,几,8,kǎi
牮,牛,9,jiàn
黱,黑,17,dài
寳,宀,8,bǎo
晶,日,12,jīnɡ
苹,艹,8,pínɡ
恺,忄,9,kǎi
賽,贝,14,sài
猃,犭,10,xiǎn
冄,冂,5,rǎn
紇,纟,6,ɡē
守,宀,6,shǒu
朋,月,8,pénɡ
颊,页,12,jiá
意,心,13,yì
芎,艹,6,xiōnɡ
欓,木,4,error
貒,豸,12,tuàn
锗,钅,13,zhě
则,刂,6,zé
尝,小,9,chánɡ
憤,忄,12,fèn
货,贝,8,huò
琭,王,8,xiàn
閬,门,10,lánɡ
縱,纟,7,zònɡ
砵,石,5,wù
馴,马,3,error
戹,厂,4,è
莸,艹,10,yóu
氽,水,6,tǔn
趼,足,11,jiǎn
千,十,3,qiān
嵇,山,12,jī
细,纟,8,xì
磊,石,15,lěi
葍,艹,12,fú
拎,扌,8,līn
蹑,足,17,niè
雖,虫,9,suī
变,又,8,biàn
郚,阝,14,error
祟,示,10,suì
捣,扌,10,dǎo
酯,酉,13,zhǐ
翰,羽,16,hàn
塵,小,10,yǒnɡ
蕷,艹,13,yù
揸,扌,12,zhā
轻,车,9,qīnɡ
淼,水,12,miǎo
西,西,6,xī
禁,示,13,jìn
羅,罒,8,luó
儆,亻,14,jǐnɡ
圊,囗,11,qīnɡ
殍,歹,11,piǎo
訌,讠,5,hònɡ
憑,几,2,error
耐,而,9,nai
枕,木,8,zhěn
缚,纟,13,fù
覡,见,11,xí
欢,欠,6,huān
愦,忄,12,kuì
薩,艹,11,sà
未,木,5,wèi
娬,女,10,wǔ
纯,纟,7,chún
録,王,8,lù
嘴,口,16,zuǐ
褶,衤,16,zhě
悻,忄,11,xìnɡ
础,石,10,chǔ
鳃,鱼,17,sāi
必,心,5,bì
鋇,钅,9,bèi
嗉,口,13,sù
恐,心,10,kǒnɡ
蓓,艹,13,bèi
晔,日,10,yè
奖,大,9,jiǎnɡ
緙,纟,12,kè
鱘,鱼,14,xún
珝,王,6,xǔ
啞,口,9,yǎ
蹤,足,15,zōnɡ
早,日,6,zǎo
士,士,3,shì
絮,糸,12,xù
哳,口,10,zhā
獲,艹,10,huò
韵,音,13,yùn
跹,足,13,xiān
潺,氵,15,chán
菽,艹,11,shū
墀,土,15,chí
庄,广,6,zhuānɡ
醆,皿,14,zhǎn
栋,木,9,dònɡ
搓,扌,12,cuō
莒,艹,9,jǔ
崙,人,8,lún
粘,米,11,zhān
逛,辶,10,ɡuànɡ
匝,匚,5,zā
队,阝,4,duì
谣,讠,12,yáo
伥,亻,6,chānɡ
嶮,阝,14,error
焱,火,12,yàn
邰,阝,7,tái
厲,厂,5,lì
眵,目,11,chī
隴,阝,7,lǒnɡ
洹,氵,9,huán
貸,贝,4,error
挽,扌,10,wǎn
則,刂,6,zé
镉,钅,15,ɡé
乏,丿,4,fá
腑,月,12,fǔ
插,扌,12,chā
蝕,虫,9,shí
穗,禾,17,suì
癟,疒,11,error
闞,门,3,error
询,讠,8,xún
令,人,5,lìnɡ
执,扌,6,zhí
顫,页,19,chàn
蟪,虫,18,huì
共,八,6,ɡònɡ
直,目,8,zhí
泸,氵,8,lú
拼,扌,9,pīn
虿,虫,9,chài
碁,石,12,qí
倆,亻,9,liǎnɡ
璉,王,4,error
锈,钅,12,xiù
謌,欠,11,jiàn
脐,月,10,qí
宗,宀,8,zōnɡ
砖,石,9,zhuān
军,冖,6,jūn
躥,足,19,jiǎo
怦,忄,8,pēnɡ
昪,日,14,chǎn
羯,羊,15,jié
疳,疒,10,ɡān
殷,殳,10,yīn
蠶,虫,6,error
踺,足,15,jiàn
壁,土,16,bì
祀,礻,7,sì
罄,缶,17,qìnɡ
鏇,方,11,xuán
哉,口,9,zāi
畈,田,9,fàn
觋,见,11,xí
歌,欠,14,ɡē
藓,艹,17,xiǎn
糙,米,16,cāo
狝,犭,6,error
襠,衤,14,xiān
滥,氵,13,làn
轤,车,9,lú
蕨,艹,15,jué
髭,髟,16,zī
籮,竹,14,yí
郱,阝,14,error
嗳,口,13,ài
牲,牜,9,shēnɡ
桶,木,11,tǒnɡ
苽,艹,11,ɡū
紃,糹,9,xún
骂,马,9,mà
径,彳,8,jìnɡ
喈,口,12,jiē
椋,木,12,liánɡ
隊,阝,4,duì
漏,氵,14,lòu
芒,艹,6,mánɡ
初,刀,7,chū
榠,木,5,yè
责,贝,8,zé
严,一,7,yán
澤,氵,8,zé
茧,艹,9,jiǎn
稭,禾,5,error
劲,力,7,jìn
瘵,疒,16,zhai
鞴,革,19,bèi
趸,足,10,dǔn
人,人,2,rén
戽,户,8,hù
莼,艹,10,chún
鹅,鸟,12,é
升,十,4,shēnɡ
益,皿,10,yì
住,亻,7,zhù
拒,扌,7,jù
處,夂,5,chǔ
铞,钅,11,diào
浣,氵,10,huàn
諢,讠,8,hùn
俤,亻,16,tǐnɡ
捧,扌,11,pěnɡ
饫,饣,7,yù
婭,女,3,error
偱,亻,6,xún
镳,钅,20,biāo
矴,石,5,error
護,扌,15,wú
腻,月,13,nì
匆,勹,5,cōnɡ
阈,门,11,yù
榍,木,14,xiè
伎,亻,6,jì
舐,舌,9,shì
斕,文,16,lán
龙,龙,5,lónɡ
力,力,2,lì
級,纟,6,jí
计,讠,4,jì
到,刂,8,dào
鄲,阝,10,dān
吴,口,7,wú
丸,丿,3,wán
抻,扌,8,chēn
贺,贝,9,hè
撿,木,11,jiǎn
蜾,虫,14,ɡuǒ
穀,禾,5,error
黃,黄,11,error
巅,山,19,diān
郇,阝,8,xún
請,讠,10,qǐnɡ
桌,木,10,zhuō
摔,扌,14,shuāi
鹘,鸟,14,ɡǔ
嵚,山,12,qīn
遜,辶,9,xùn
坞,土,7,wù
毡,毛,9,zhān
詠,口,8,yǒnɡ
柩,木,9,jiù
嫫,女,13,mó
駭,马,9,hài
峯,山,10,fēnɡ
置,罒,13,zhì
煲,火,13,bāo
闵,门,7,mǐn
迹,辶,9,jì
松,木,8,sōnɡ
氏,氏,4,shì
辎,车,12,zī
易,日,8,yì
頗,页,6,error
纘,纟,19,zuǎn
炜,火,8,wěi
檠,木,16,qínɡ
踣,足,15,bó
沤,氵,7,ōu
耧,耒,15,lóu
暨,日,14,jì
微,彳,13,wēi
猱,犭,12,náo
冲,冫,6,chōnɡ
电,田,5,diàn
钴,钅,10,ɡǔ
肼,月,8,jǐnɡ
魁,鬼,13,kuí
幃,巾,7,wéi
假,亻,11,jiǎ
靉,厶,14,mài
痊,疒,11,quán
襍,木,4,error
荑,艹,9,yí
懒,忄,16,lǎn
蕕,艹,10,yóu
硗,石,11,qiāo
鯖,鱼,16,qīnɡ
牛,牛,4,niú
鷚,鸟,16,liù
瑟,王,13,sè
韞,韦,13,yùn
湣,氵,12,mǐn
恧,心,10,nǜ
驫,马,3,error
藪,艹,16,sǒu
奭,大,15,shì
磬,石,16,qìnɡ
危,厄,6,wēi
狰,犭,9,zhēnɡ
陳,阝,7,chén
塚 塚,冖,11,error
啵,口,11,bo
瓴,瓦,9,línɡ
衷,衣,10,zhōnɡ
滸,氵,11,error
艻,艹,11,error
惼,忄,12,biǎn
突,穴,9,tū
鬀,刂,7,tì
堂,土,11,tánɡ
分,刀,4,fēn
霈,雨,15,pèi
吊,口,6,diào
与,一,3,yǔ
抑,扌,7,yì
茐,艹,11,error
撕,扌,15,sī
蔔,卜,2,error
妗,女,7,jìn
稖,禾,13,bànɡ
邝,阝,5,kuànɡ
喟,口,12,kuì
誡,讠,9,jiè
侣,亻,8,lǚ
栢,木,10,bǎi
蚩,虫,10,chī
箫,竹,14,xiāo
搪,扌,13,tánɡ
瞳,目,17,tónɡ
進,辶,11,error
榷,木,14,què
訶,讠,14,error
伸,亻,7,shēn
嫁,女,13,jià
采,采,8,cǎi
诋,讠,7,dǐ
跏,足,12,jiā
捐,扌,10,juān
蟓,虫,17,xiànɡ
给,纟,9,ɡěi
泥,氵,8,ní
赤,赤,7,chì
曩,日,21,nǎnɡ
飭,饣,7,chì
巯,工,12,qiú
鋱,钅,12,tè
铵,钅,11,ǎn
能,月,10,nénɡ
晾,日,12,liànɡ
缃,纟,12,xiānɡ
颂,页,10,sònɡ
嶄,山,11,zhǎn
钊,钅,7,zhāo
帙,巾,8,zhì
錛,钅,4,error
锟,钅,13,kūn
殠,歹,14,chòu
涤,氵,10,dí
枨,木,8,chénɡ
砭,石,9,biān
爱,爫,10,ài
鎰,钅,15,yì
傲,亻,12,ào
琵,王,12,pí
閴,门,15,qù
驁,马,13,ào
鱅,鱼,8,error
陉,阝,7,xínɡ
瓊,王,12,qiónɡ
衍,行,9,yǎn
滎,艹,9,yínɡ
艑,舟,15,biàn
祗,礻,9,zhī
髖,骨,12,kuí
忘,心,7,wànɡ
雞,鸟,9,xiǎn
裢,衤,12,lián
慧,心,15,huì
苦,艹,8,kǔ
鵯,鸟,18,bū
靳,革,13,jìn
呵,口,8,hē
痴,疒,13,chī
荻,艹,10,dí
懼,忄,11,jù
蕿,艹,11,error
綁,纟,9,bǎnɡ
异,廾,6,yì
箅,竹,14,bì
唆,口,10,suō
逈,辶,8,jiǒnɡ
澍,氵,15,shù
踌,足,14,chóu
斑,文,12,bān
萐,艹,11,error
舔,舌,14,tiǎn
店,广,8,diàn
香,香,9,xiānɡ
咛,口,8,nínɡ
鞝,纟,10,zhǎnɡ
功,力,5,ɡōnɡ
讥,讠,4,jī
膩,月,13,nì
挪,扌,9,nuó
帬,衤,12,qún
窯,穴,5,error
餮,飠,18,tiè
炳,火,9,bǐnɡ
露,雨,21,lù
刴,刂,5,zhǐ
溷,氵,13,hùn
贶,贝,9,kuànɡ
撻,扌,9,tà
抿,扌,8,mǐn
脾,月,12,pí
籀,竹,19,zhòu
飃,风,8,jiǒnɡ
寅,宀,11,yín
雇,隹,12,ɡù
凉,冫,10,liánɡ
湌,飠,8,cān
諏,讠,10,zōu
摐,扌,14,chuānɡ
扔,扌,5,rēnɡ
嵖,山,12,chá
孚,子,7,fú
淡,氵,11,dàn
闱,门,7,wéi
僳,亻,14,sù
鏵,钅,14,yí
价,亻,6,jià
慾,欠,11,yù
閆,门,3,error
傈,亻,12,lì
鎊,钅,15,bànɡ
二,二,2,èr
夙,夕,6,sù
碘,石,13,diǎn
蠣,虫,11,lì
蘧,艹,19,qú
您,心,11,ní
缭,纟,15,liáo
妮,女,8,nī
由,田,5,yóu
钰,钅,10,yù
垲,土,9,kǎi
椹,木,13,zhēn
朽,木,6,xiǔ
魅,鬼,14,mèi
噇,口,15,chuánɡ
酉,酉,7,yǒu
珊,王,9,shān
轍,车,4,error
槎,木,13,chá
柒,木,9,qī
壘,土,9,lěi
瑛,王,12,yīnɡ
牟,牛,6,móu
档,木,10,dànɡ
迢,辶,8,tiáo
藦,艹,15,mò
菪,艹,11,dànɡ
彭,彡,12,pénɡ
驯,马,6,xùn
卵,卩,7,luǎn
狴,犭,10,bì
蹷,足,7,error
曼,曰,11,màn
艿,艹,5,nǎi
市,巾,5,shì
吆,口,6,yāo
炉,火,8,lú
刊,刂,5,kān
撑,扌,15,chēnɡ
投,扌,7,tóu
茔,艹,8,yínɡ
得,彳,11,dé
簖,竹,17,duàn
稚,禾,13,zhì
原,厂,10,yuán
財,贝,7,cái
渢,氵,12,qú
誥,讠,9,ɡào
搦,扌,13,nuò
肩,月,8,jiān
截,戈,14,jié
箯,竹,15,biān
唰,口,11,shuā
熳,火,15,màn
防,阝,6,fánɡ
谶,讠,19,chèn
斻,木,8,hánɡ
診,讠,7,zhěn
峁,山,8,mǎo
僉,人,2,error
跋,足,12,bá
仍,亻,4,rénɡ
诏,讠,7,zhào
磙,石,15,ɡǔn
婚,女,11,hūn
泡,氵,8,pào
赠,贝,16,zènɡ
惩,心,12,chénɡ
腨,月,4,error
巫,工,7,wū
确,石,12,què
铱,钅,11,yī
凳,几,14,dènɡ
癲,疒,21,diān
汶,氵,7,wèn
裹,衣,14,ɡuǒ
麂,鹿,13,jǐ
宄,宀,5,ɡuǐ
眇,目,9,miǎo
钆,钅,6,ɡá
冈,冂,4,ɡānɡ
洋,氵,9,yánɡ
欏,木,12,luó
愓,忄,8,error
鼗,鼓,19,táo
堙,土,12,yīn
锛,钅,13,bēn
錟,钅,4,error
涠,氵,10,wéi
